ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position	band
ENSG00000281743		CHR_HSCHR3_4_CTG3	195650146	195651472	
ENSG00000261369		16	47299447	47317814	q12.1
ENSG00000130303	BST2	19	17402939	17405648	p13.11
ENSG00000239840	RPL23AP72	16	47150132	47150566	q12.1
ENSG00000231377	DHX16	CHR_HSCHR6_MHC_MCF_CTG1	30731576	30751521	
ENSG00000085644	ZNF213	16	3129777	3142805	p13.3
ENSG00000279509		16	47218026	47218768	q12.1
ENSG00000259866		16	47561307	47562480	q12.1
ENSG00000276397	LINC01879	18	76690029	76693636	q23
ENSG00000274779	NOMO1	CHR_HSCHR16_1_CTG1	15317897	15380303	
ENSG00000233534		6	135629405	135630268	q23.3
ENSG00000274615		17	38078262	38124770	q12
ENSG00000231028	LINC00271	6	135497801	135716055	q23.3
ENSG00000265934	ARL2BPP1	18	76703444	76704254	q23
ENSG00000276910	GTF2H2	CHR_HSCHR5_1_CTG1_1	70376388	70411404	
ENSG00000135100	HNF1A	12	120978543	121002512	q24.31
ENSG00000230172		3	14764952	14767440	p25.1
ENSG00000278599	TBC1D3E	17	38127951	38138862	q12
ENSG00000259751		15	34849137	34850395	q14
ENSG00000164032	H2AFZ	4	99948086	99950388	q23
ENSG00000256358	RPL31P57	17	64308316	64308690	q23.3
ENSG00000247416		11	112959279	112963460	q23.2
ENSG00000233996		2	189486480	189487992	q32.2
ENSG00000228510		9	128444587	128446628	q34.11
ENSG00000226540	GAPDHP73	6	135619165	135620171	q23.3
ENSG00000233049	DHX16	CHR_HSCHR6_MHC_MANN_CTG1	30697750	30717697	
ENSG00000229214	LINC00242	6	169788790	169798825	q27
ENSG00000217482	HMGB1P17	6	135636086	135636713	q23.3
ENSG00000231690	LINC00574	6	169790321	169802873	q27
ENSG00000269720	CCDC194	19	17390509	17394158	p13.11
ENSG00000274611	TBC1D3	17	38181659	38192541	q12
ENSG00000281738	LINC01839	CHR_HSCHR3_5_CTG2_1	184510148	184513434	
ENSG00000271742		1	15682873	15683128	p36.21
ENSG00000260096	DNM1P33	15	74062780	74063785	q24.1
ENSG00000254129		8	29110573	29140729	p12
ENSG00000164853	UNCX	7	1232907	1237318	p22.3
ENSG00000258203		12	48005277	48011227	q13.11
ENSG00000259607		8	29067279	29068454	p12
ENSG00000253770	HMGB1P23	8	29218905	29219472	p12
ENSG00000197892	KIF13B	8	29067279	29263124	p12
ENSG00000257955		12	48019771	48025382	q13.11
ENSG00000163534	FCRL1	1	157794403	157820105	q23.1
ENSG00000257985		12	48011304	48025469	q13.11
ENSG00000165338	HECTD2	10	91409280	91514829	q23.32
ENSG00000145358	DDIT4L	4	100185870	100190782	q24
ENSG00000006016	CRLF1	19	18572220	18607741	p13.11
ENSG00000281250	LINC02054	CHR_HSCHR3_5_CTG2_1	184426592	184444693	
ENSG00000233082		7	1267353	1269267	p22.3
ENSG00000248820	DYNLL1P6	4	100041841	100042104	q23
ENSG00000249710		4	100190033	100215505	q24
ENSG00000250403		4	99990737	99991477	q23
ENSG00000245322		4	99950006	100195099	q23
ENSG00000250940		4	4086638	4086814	p16.3
ENSG00000243894		4	4076711	4077491	p16.3
ENSG00000284727		4	4048211	4107583	p16.3
ENSG00000237459	MPIG6B	CHR_HSCHR6_MHC_MCF_CTG1	31794876	31802992	
ENSG00000180176	TH	11	2163929	2171877	p15.5
ENSG00000244313		11	46428653	46429150	p11.2
ENSG00000263072	ZNF213-AS1	16	3110460	3134882	p13.3
ENSG00000226616	OR52M2P	11	4514966	4515924	p15.4
ENSG00000197993	KEL	7	142941114	142962681	q34
ENSG00000250423	KIAA1210	X	119078635	119150579	q24
ENSG00000267282		19	44882027	44890876	q13.32
ENSG00000226241		X	103087198	103089277	q22.1
ENSG00000108592	FTSJ3	17	63819433	63830012	q23.3
ENSG00000130204	TOMM40	19	44890569	44903689	q13.32
ENSG00000006015	REX1BD	19	18588685	18592336	p13.11
ENSG00000148450	MSRB2	10	23095506	23122013	p12.2
ENSG00000147206	NXF3	X	103075810	103093125	q22.1
ENSG00000181718	OR5T2	11	56231282	56234255	q12.1
ENSG00000273523		13	52128891	52132723	q14.3
ENSG00000197168	NEK5	13	52033611	52129078	q14.3
ENSG00000131263	RLIM	X	74585217	74614617	q13.2
ENSG00000165487	MICU2	13	21492691	21604214	q12.11
ENSG00000273384		1	178651706	178652282	q25.2
ENSG00000122386	ZNF205	16	3112560	3120517	p13.3
ENSG00000092068	SLC7A8	14	23125295	23183674	q11.2
ENSG00000167664	TMIGD2	19	4292232	4302431	p13.3
ENSG00000225411		9	63802144	63814159	q13
ENSG00000271385		10	91464578	91464708	q23.32
ENSG00000270456		X	120981529	120981779	q24
ENSG00000232815	DUX4L50	9	63817748	63818462	q13
ENSG00000221983	UBA52	19	18571730	18577550	p13.11
ENSG00000236371	CT47A1	X	120982476	120985788	q24
ENSG00000236404	VLDLR-AS1	9	2422702	2643359	p24.2
ENSG00000227198	C6orf47-AS1	6	31658329	31660721	p21.33
ENSG00000204439	C6orf47	6	31658298	31660772	p21.33
ENSG00000227425	MRPS21P2	1	157861197	157861460	q23.1
ENSG00000116194	ANGPTL1	1	178849705	178871052	q25.2
ENSG00000073754	CD5L	1	157830914	157898256	q23.1
ENSG00000230673	PABPC1P3	X	74583088	74583546	q13.2
ENSG00000215548	FRG1JP	9	63832127	63859641	q13
ENSG00000172817	CYP7B1	8	64587763	64798761	q12.3
ENSG00000184895	SRY	Y	2786855	2787699	p11.2
ENSG00000237659	RNASEH2CP1	Y	2789827	2790328	p11.2
ENSG00000232195	TOMM22P2	Y	2827982	2828218	p11.2
ENSG00000104976	SNAPC2	19	7920316	7923250	p13.2
ENSG00000236957		1	157925065	157949071	q23.1
ENSG00000136098	NEK3	13	52132639	52159861	q14.3
ENSG00000231052		9	2541097	2541635	p24.2
ENSG00000133393	FOPNL	16	15865720	15888625	p13.11
ENSG00000273062		1	178724306	178726285	q25.2
ENSG00000282628	TRBV29-1	CHR_HSCHR7_2_CTG6	142780919	142781607	
ENSG00000228196	PTPN2P1	1	178746683	178747754	q25.2
ENSG00000254330		8	64703774	64734459	q12.3
ENSG00000230022	FNTAP2	13	21530690	21531323	q12.11
ENSG00000116191	RALGPS2	1	178725147	178921841	q25.2
ENSG00000270251		X	120986388	120986639	q24
ENSG00000233433		X	121024964	121026563	q24
ENSG00000172489	OR5T3	11	56252200	56253222	q12.1
ENSG00000226520	KIRREL1-IT1	1	158025550	158031166	q23.1
ENSG00000249026	CTNNA1P1	5	115389643	115392370	q22.3
ENSG00000197790	OR52M1	11	4545191	4546144	p15.4
ENSG00000176046	NUPR1	16	28532708	28539174	p11.2
ENSG00000183853	KIRREL1	1	157993273	158100262	q23.1
ENSG00000274682		12	40978744	40979244	q12
ENSG00000257680		12	40728811	40729897	q12
ENSG00000136866	ZFP37	9	113038380	113056759	q32
ENSG00000018236	CNTN1	12	40692442	41072418	q12
ENSG00000111261	MANSC1	12	12326056	12350541	p13.2
ENSG00000229286		22	15901791	15901911	q11.1
ENSG00000233866		22	15914721	15915800	q11.1
ENSG00000225293	ABCD1P4	22	16387694	16390887	q11.1
ENSG00000182890	GLUD2	X	121047588	121050080	q24
ENSG00000130202	NECTIN2	19	44846175	44889228	q13.32
ENSG00000234176	HSPA8P1	X	121203182	121205014	q24
ENSG00000265836	CCND3P2	18	76751305	76751841	q23
ENSG00000254006		8	64801236	64817573	q12.3
ENSG00000237906	MUPP	9	112959134	112962261	q32
ENSG00000087191	PSMC5	17	63827152	63832026	q23.3
ENSG00000243141	RPL23AP66	12	12338776	12339254	p13.2
ENSG00000256206		11	14493783	14520344	p15.2
ENSG00000175221	MED16	19	867630	893218	p13.3
ENSG00000213498	TPT1P13	X	121863698	121864196	q25
ENSG00000205791	LOH12CR2	12	12355406	12357067	p13.2
ENSG00000260585		X	121871869	121876865	q25
ENSG00000228623	ZNF883	9	112957722	113012227	q32
ENSG00000253493		8	64973488	64973848	q12.3
ENSG00000237891		X	122010976	122011612	q25
ENSG00000271495		16	28548331	28548658	p11.2
ENSG00000129083	COPB1	11	14443440	14500027	p15.2
ENSG00000243664	RPS29P12	5	180945756	180945907	q35.3
ENSG00000132382	MYBBP1A	17	4538897	4555631	p13.2
ENSG00000239261	RPL31P41	8	65155407	65155778	q13.1
ENSG00000165714	BORCS5	12	12357079	12469694	p13.2
ENSG00000262611	OR8H1	CHR_HG142_HG150_NOVEL_TEST	56290053	56291090	
ENSG00000275052	PPP4R3B	2	55547292	55618880	p16.1
ENSG00000227864	ARL5AP1	X	119186442	119186829	q24
ENSG00000280712	OR8I1P	CHR_HG142_HG150_NOVEL_TEST	56296541	56297471	
ENSG00000248722	AK3P4	5	115402380	115402962	q22.3
ENSG00000275145	FRG1	CHR_HSCHR4_6_CTG12	189944765	189967182	
ENSG00000275441		16	28553709	28554140	p11.2
ENSG00000206291	HLA-DPA1	CHR_HSCHR6_MHC_QBL_CTG1	32993608	33009820	
ENSG00000176476	SGF29	16	28553915	28591790	p11.2
ENSG00000181698	OR5T1	11	56274154	56276819	q12.1
ENSG00000204435	CSNK2B	6	31665236	31670343	p21.33
ENSG00000235650	RPS18	CHR_HSCHR6_MHC_COX_CTG1	33193610	33198110	
ENSG00000249944		5	115489634	115489931	q22.3
ENSG00000271370		12	12452103	12452481	p13.2
ENSG00000230170	HNRNPA1P28	X	119220782	119221742	q24
ENSG00000225589	MDC1	CHR_HSCHR6_MHC_DBB_CTG1	30690066	30708147	
ENSG00000249433		5	115493557	115493821	q22.3
ENSG00000106799	TGFBR1	9	99104038	99154192	q22.33
ENSG00000181693	OR8H1	11	56288462	56292254	q12.1
ENSG00000111266	DUSP16	12	12474210	12562383	p13.2
ENSG00000250444	CCT5P1	5	115512077	115513694	q22.3
ENSG00000270625		X	119222564	119223245	q24
ENSG00000153006	SREK1IP1	5	64718144	64768685	q12.3
ENSG00000255461	OR8I1P	11	56296541	56297471	q12.1
ENSG00000228250	LY6G6C	CHR_HSCHR6_MHC_MCF_CTG1	31794930	31798127	
ENSG00000145780	FEM1C	5	115520908	115544894	q22.3
ENSG00000231666	LINC01704	1	158132040	158146929	q23.1
ENSG00000284716		1	7998187	7999934	p36.23
ENSG00000284747		1	7991134	8005312	p36.23
ENSG00000116285	ERRFI1	1	8004404	8026308	p36.23
ENSG00000227295	ELL2P1	1	158175850	158177755	q23.1
ENSG00000282247		CHR_HSCHR16_1_CTG1	15351236	15351605	
ENSG00000141542	RAB40B	17	82654973	82698728	q25.3
ENSG00000158473	CD1D	1	158179947	158184896	q23.1
ENSG00000271408	NAPGP1	10	88699683	88700401	q23.31
ENSG00000233194	RPL32P1	CHR_HSCHR6_MHC_QBL_CTG1	33008496	33008905	
ENSG00000267125		19	1852382	1853622	p13.3
ENSG00000232750		1	179035309	179035652	q25.2
ENSG00000129911	KLF16	19	1852399	1863568	p13.3
ENSG00000276814		12	48039784	48040761	q13.11
ENSG00000280314	OR8K3	11	56315144	56320639	q12.1
ENSG00000215048	HLA-DPB1	CHR_HSCHR6_MHC_QBL_CTG1	33004965	33016242	
ENSG00000116199	FAM20B	1	179025804	179076562	q25.2
ENSG00000262171		16	15885029	15886158	p13.11
ENSG00000145642	SHISAL2B	5	64690308	64718090	q12.3
ENSG00000186328		6	34715613	34715940	p21.31
ENSG00000280725	LINC00251	8	65161145	65180341	q13.1
ENSG00000101856	PGRMC1	X	119236245	119244466	q24
ENSG00000254826		11	75775904	75776929	q13.5
ENSG00000280142		X	122242008	122242616	q25
ENSG00000062282	DGAT2	11	75759512	75801535	q13.5
ENSG00000213873	PPIAP86	8	65377592	65378111	q13.1
ENSG00000229914		1	158195633	158196131	q23.1
ENSG00000267141		19	1860250	1862019	p13.3
ENSG00000232496	RPL3P12	X	122538253	122539460	q25
ENSG00000176320		1	158197922	158203877	q23.1
ENSG00000227289	HSFY3P	Y	2881683	2883652	p11.2
ENSG00000254081	LINC01299	8	65527008	65562780	q13.1
ENSG00000129824	RPS4Y1	Y	2841486	2932000	p11.2
ENSG00000158477	CD1A	1	158254137	158258269	q23.1
ENSG00000254722	FAM8A2P	11	56331347	56332488	q12.1
ENSG00000115339	GALNT3	2	165747591	165794682	q24.3
ENSG00000188848	BEND4	4	42110938	42152878	p13
ENSG00000223876	RPS27P1	10	91544852	91545098	q23.32
ENSG00000277213	SDR42E1P2	9	42408526	42409006	p11.1
ENSG00000255670		12	12485353	12491581	p13.2
ENSG00000224236	MRRFP1	X	123116107	123117781	q25
ENSG00000239780	RPLP0P11	18	50457887	50458795	q21.1
ENSG00000226358	KRT8P38	10	88727485	88728914	q23.31
ENSG00000273295		22	23901432	23907068	q11.23
ENSG00000259912		16	48620319	48622033	q12.1
ENSG00000183049	CAMK1D	10	12349482	12835545	p13
ENSG00000234861	ATP5F1AP1	9	42410830	42412150	p11.1
ENSG00000119938	PPP1R3C	10	91628442	91633054	q23.32
ENSG00000204021	LIPK	10	88724544	88752786	q23.31
ENSG00000224096	HCG25	CHR_HSCHR6_MHC_COX_CTG1	33171150	33176605	
ENSG00000280165	PCDH20	13	61409685	61415522	q21.2
ENSG00000186283	TOR3A	1	179081377	179098023	q25.2
ENSG00000272010		8	65591850	65592472	q13.1
ENSG00000213449	GAPDHP28	10	91666780	91667782	q23.32
ENSG00000230942	HMGN1P5	1	158266753	158267320	q23.1
ENSG00000228759	FAF2P1	10	91765899	91767196	q23.32
ENSG00000141639	MAPK4	18	50560078	50731824	q21.1
ENSG00000162576	MXRA8	1	1352689	1361777	p36.33
ENSG00000197991		13	61409858	61427849	q21.2
ENSG00000180730	SHISA2	13	26044597	26051031	q12.13
ENSG00000158481	CD1C	1	158289786	158293630	q23.1
ENSG00000255134	OR8K2P	11	56335142	56336068	q12.1
ENSG00000248399		4	2463797	2464124	p16.3
ENSG00000279797	LINC02339	13	61424689	61427946	q21.2
ENSG00000214992	AKAP17BP	X	119249346	119257667	q24
ENSG00000274487		17	38195740	38257152	q12
ENSG00000165533	TTC8	14	88824153	88881078	q31.3
ENSG00000150261	OR8K1	11	56345945	56347031	q12.1
ENSG00000206113	CFAP99	4	2418974	2462942	p16.3
ENSG00000228701	TNKS2-AS1	10	91782839	91798291	q23.32
ENSG00000272545		16	48640473	48641052	q12.1
ENSG00000229681	MDC1-AS1	CHR_HSCHR6_MHC_DBB_CTG1	30693326	30703442	
ENSG00000230392		X	119291529	119335610	q24
ENSG00000260726	KLF8P1	16	48718083	48719143	q12.1
ENSG00000260052		16	48637143	48638719	q12.1
ENSG00000256103	ATP5MFP5	12	6270168	6270425	p13.31
ENSG00000260086		16	48623436	48744921	q12.1
ENSG00000275433	KIR3DL3	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1	54726054	54736537	
ENSG00000278845	MRPL45	17	38297023	38323218	q12
ENSG00000285454		4	42151028	42268110	p13
ENSG00000229163	NAP1L1P2	Y	2929001	2931120	p11.2
ENSG00000232848		1	8057245	8058463	p36.23
ENSG00000134970	TMED7	5	115613508	115632992	q22.3
ENSG00000238290		1	8026738	8122702	p36.23
ENSG00000125675	GRIA3	X	123184153	123490915	q25
ENSG00000223572	CKMT1A	15	43692886	43699222	q15.3
ENSG00000230051		22	27331787	27379265	q12.1
ENSG00000243414	TICAM2	5	115578650	115602479	q22.3
ENSG00000063978	RNF4	4	2462220	2625320	p16.3
ENSG00000267713		18	50669510	50670215	q21.1
ENSG00000251201	TMED7-TICAM2	5	115578642	115626161	q22.3
ENSG00000227353	RAB28P3	9	42492663	42493570	p11.1
ENSG00000158485	CD1B	1	158327951	158331531	q23.1
ENSG00000170889	RPS9	19	54200742	54249003	q13.42
ENSG00000227399		9	92006062	92006544	q22.31
ENSG00000090054	SPTLC1	9	92000087	92115384	q22.31
ENSG00000277399	GPR179	17	38325530	38343847	q12
ENSG00000067191	CACNB1	17	39173456	39197703	q12
ENSG00000254814		11	75800877	75803415	q13.5
ENSG00000247867		11	75758455	75768647	q13.5
ENSG00000198276	UCKL1	20	63939829	63956415	q13.33
ENSG00000183018	SPNS2	17	4498838	4539035	p13.2
ENSG00000279671		5	25349841	25350073	p14.1
ENSG00000143889	HNRNPLL	2	38561978	38603586	p22.1
ENSG00000231905	SETP10	1	179183734	179184547	q25.2
ENSG00000215236	RPL7P33	9	15361393	15362134	p22.3
ENSG00000249249		5	115602057	115620659	q22.3
ENSG00000231564	EIF4A1P11	1	179201705	179201926	q25.2
ENSG00000234041		1	179137764	179137934	q25.2
ENSG00000143322	ABL2	1	179099327	179229684	q25.2
ENSG00000227814	MRPS17P9	X	119379712	119380104	q24
ENSG00000226661		X	119356301	119393595	q24
ENSG00000172487	OR8J1	11	56354291	56361511	q12.1
ENSG00000160221	GATD3A	21	44133605	44210114	q22.3
ENSG00000280693	SH3PXD2A-AS1	10	103745966	103755423	q24.33
ENSG00000230825		7	7255154	7277779	p21.3
ENSG00000273108		10	103608619	103610050	q24.33
ENSG00000242208	RPL5P29	11	56357328	56358221	q12.1
ENSG00000236712		7	7293508	7293880	p21.3
ENSG00000177189	RPS6KA3	X	20149911	20267519	p22.12
ENSG00000226525	RPS7P10	13	21628413	21629015	q12.11
ENSG00000107957	SH3PXD2A	10	103594027	103855543	q24.33
ENSG00000172199	OR8U1	11	56375624	56376553	q12.1
ENSG00000163519	TRAT1	3	108822698	108855005	q13.13
ENSG00000237903		X	119422917	119423547	q24
ENSG00000077713	SLC25A43	X	119399060	119454478	q24
ENSG00000229782		17	4497394	4499674	p13.2
ENSG00000152822	GRM1	6	146027646	146437598	q24.3
ENSG00000158488	CD1E	1	158353696	158357553	q23.1
ENSG00000171987	C11orf40	11	4571423	4577820	p15.4
ENSG00000204438	GPANK1	6	31661229	31666283	p21.33
ENSG00000102678	FGF9	13	21671383	21704498	q12.11
ENSG00000285115		9	113060086	113060507	q32
ENSG00000284763		9	113065535	113065956	q32
ENSG00000254903	OR8L1P	11	56381635	56382589	q12.1
ENSG00000274211	SOCS7	17	38352228	38405593	q12
ENSG00000270369		10	47484457	47484754	q11.22
ENSG00000253801		5	68087161	68087494	q13.1
ENSG00000213864	EEF1B2P2	5	68159218	68159893	q13.1
ENSG00000204020	LIPN	10	88761406	88778242	q23.31
ENSG00000084774	CAD	2	27217390	27243943	p23.3
ENSG00000011454	RABGAP1	9	122940833	123104866	q33.2
ENSG00000273947	KIR2DL3	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1	54738538	54753053	
ENSG00000189090	FAM25G	10	47487219	47491693	q11.22
ENSG00000179468	OR9A2	7	143026158	143027195	q34
ENSG00000262755	OR8K3	CHR_HG142_HG150_NOVEL_TEST	56318307	56319245	
ENSG00000138472	GUCA1C	3	108907792	108953895	q13.13
ENSG00000281773	FAM8A2P	CHR_HG142_HG150_NOVEL_TEST	56331347	56332488	
ENSG00000284962		9	113070983	113071404	q32
ENSG00000280617	OR8K2P	CHR_HG142_HG150_NOVEL_TEST	56335142	56336068	
ENSG00000285076		9	113076429	113076850	q32
ENSG00000253787	LINC02219	5	68189876	68198407	q13.1
ENSG00000225282		22	23926900	23929574	q11.23
ENSG00000187185		16	57798186	57816946	q21
ENSG00000179954	SSC5D	19	55488404	55519098	q13.42
ENSG00000206090		22	23939998	23942798	q11.23
ENSG00000231271		22	23949918	23954042	q11.23
ENSG00000133433	GSTT2B	22	23957414	23961186	q11.23
ENSG00000279251		17	19855747	19856164	p11.2
ENSG00000239293	OR9P1P	7	143047213	143047580	q34
ENSG00000231096	NDUFB4P3	17	19840126	19840515	p11.2
ENSG00000196177	ACADSB	10	123008979	123058311	q26.13
ENSG00000169180	XPO6	16	28097979	28211920	p12.1
ENSG00000225781	OR6V1	7	143052320	143053347	q34
ENSG00000240791	MTND4LP7	9	92110575	92110868	q22.31
ENSG00000083290	ULK2	17	19770829	19867936	p11.2
ENSG00000238288	MTND3P23	9	92110168	92110514	q22.31
ENSG00000232179	MTATP6P29	9	92108858	92108989	q22.31
ENSG00000228069	MTCO3P29	9	92109013	92110095	q22.31
ENSG00000237306	HSPE1P22	9	92027498	92027824	q22.31
ENSG00000232771	PPP1R26P5	22	21341595	21345258	q11.21
ENSG00000227321	MTND4P15	9	92110865	92111897	q22.31
ENSG00000110944	IL23A	12	56334174	56340410	q13.3
ENSG00000220537		6	82263996	82264974	q14.1
ENSG00000005339	CREBBP	16	3725054	3880726	p13.3
ENSG00000275756		9	92104425	92105451	q22.31
ENSG00000272606		2	55617909	55618373	p16.1
ENSG00000217130		6	34744176	34744673	p21.31
ENSG00000265626		18	76759685	76759866	q23
ENSG00000146242	TPBG	6	82363206	82370828	q14.1
ENSG00000271589		X	74769639	74769798	q13.3
ENSG00000140332	TLE3	15	70047790	70098176	q23
ENSG00000050030	NEXMIF	X	74732856	74925485	q13.3
ENSG00000272917		12	9642872	9657070	p13.31
ENSG00000113070	HBEGF	5	140332843	140346631	q31.3
ENSG00000214776		12	9480608	9576275	p13.31
ENSG00000240424		12	12568201	12568776	p13.2
ENSG00000269053		19	17419305	17419774	p13.11
ENSG00000254503		19	17417031	17418288	p13.11
ENSG00000243780		15	59525422	59525881	q22.2
ENSG00000248136	MTND6P8	2	130282085	130282606	q21.1
ENSG00000282851	BISPR	19	17405686	17419324	p13.11
ENSG00000234934	MTND5P29	2	130280299	130282105	q21.1
ENSG00000280213	UCKL1-AS1	20	63953384	63956985	q13.33
ENSG00000179420	OR6W1P	7	143062330	143063585	q34
ENSG00000228039		22	23963780	23964374	q11.23
ENSG00000196700	ZNF512B	20	63956702	63969865	q13.33
ENSG00000111269	CREBL2	12	12611827	12645108	p13.1
ENSG00000271215	RPL21P136	12	12614359	12615907	p13.1
ENSG00000124562	SNRPC	6	34757406	34773794	p21.31
ENSG00000256975		12	9506347	9508440	p13.31
ENSG00000284634		12	9448295	9658392	p13.31
ENSG00000280445		22	27414462	27419713	q12.1
ENSG00000086967	MYBPC2	19	50432903	50466321	q13.33
ENSG00000227880		22	27457247	27460060	q12.1
ENSG00000224027		22	27563839	27573573	q12.1
ENSG00000236100	RPL7P4	CHR_HSCHR6_MHC_APD_CTG1	30760718	30761447	
ENSG00000270945	HSPE1P7	16	74612596	74613221	q23.1
ENSG00000234675		6	148017422	148020974	q24.3
ENSG00000197921	HES5	1	2528745	2530245	p36.32
ENSG00000134684	YARS	1	32775237	32818153	p35.1
ENSG00000256442		12	9647014	9648009	p13.31
ENSG00000099974	DDTL	22	23966901	23972532	q11.23
ENSG00000099984	GSTT2	22	23980058	23983915	q11.23
ENSG00000197782	ZNF780A	19	40069152	40090938	q13.2
ENSG00000111796	KLRB1	12	9594551	9607886	p13.31
ENSG00000272449		1	2530064	2547460	p36.32
ENSG00000240053	LY6G5B	6	31670167	31673776	p21.33
ENSG00000231495		22	27707580	27709931	q12.1
ENSG00000227838		22	27676559	27714970	q12.1
ENSG00000160401	CFAP157	9	127706989	127716002	q34.11
ENSG00000226169		22	27716480	27721677	q12.1
ENSG00000169184	MN1	22	27748277	27801498	q12.1
ENSG00000256594		12	9648047	9658412	p13.31
ENSG00000278339	KIR2DP1	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1	54755024	54767369	
ENSG00000263020		6	31666102	31673546	p21.33
ENSG00000225078		9	123061845	123063312	q33.2
ENSG00000236545		21	41870633	41872054	q22.3
ENSG00000204577	LILRB3	19	54216278	54223506	q13.42
ENSG00000188394	GPR21	9	123034527	123035696	q33.2
ENSG00000256568		11	73176694	73181696	q13.4
ENSG00000213216		9	123029373	123029753	q33.2
ENSG00000213335	CLNS1AP1	6	54485169	54485850	p12.1
ENSG00000275914	KIR2DL2	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	54754693	54769187	
ENSG00000278546		17	31560132	31560573	q11.2
ENSG00000204790		9	63974762	64004155	q13
ENSG00000233719	GOT2P3	12	9641723	9643011	p13.31
ENSG00000274438	KIR2DS2	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	54738507	54752802	
ENSG00000187097	ENTPD5	14	73958010	74019399	q24.3
ENSG00000216347	RPL10P10	6	54602487	54603150	p12.1
ENSG00000279920	LINC01651	22	21354563	21355763	q11.21
ENSG00000187024	PTRH1	9	127690348	127724873	q34.11
ENSG00000108799	EZH1	17	42700275	42745049	q21.2
ENSG00000226534		22	21370064	21371945	q11.21
ENSG00000275513	KIR3DL3	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	54724485	54736502	
ENSG00000099977	DDT	22	23971365	23980469	q11.23
ENSG00000037241	RPL26L1	5	172958729	172969771	q35.1
ENSG00000228768		17	31571142	31575659	q11.2
ENSG00000096872	IFT74	9	26947039	27062930	p21.2
ENSG00000274600	RIMBP3B	22	21383374	21389478	q11.21
ENSG00000235586		2	38601598	38602178	p22.1
ENSG00000266877		17	31583162	31637543	q11.2
ENSG00000227924	RBPJP6	9	42497704	42499134	p11.1
ENSG00000226107		X	134522702	134522990	q26.3
ENSG00000220773	RPSAP44	6	54624605	54625488	p12.1
ENSG00000187103	FUNDC2P3	6	146171315	146171847	q24.3
ENSG00000073921	PICALM	11	85957684	86069882	q14.2
ENSG00000157873	TNFRSF14	1	2555639	2565382	p36.32
ENSG00000216811		6	146364931	146365494	q24.3
ENSG00000177383	MAGEF1	3	184710367	184712002	q27.1
ENSG00000101751	POLI	18	54269404	54321266	q21.2
ENSG00000266448		17	31709568	31709859	q11.2
ENSG00000196227	FAM217B	20	59933764	59948680	q13.33
ENSG00000272970		3	184734075	184738949	q27.1
ENSG00000265863		17	31759795	31761385	q11.2
ENSG00000116497	S100PBP	1	32816767	32858879	p35.1
ENSG00000169813	HNRNPF	10	43385617	43409166	q11.21
ENSG00000273403		3	184741937	184742462	q27.1
ENSG00000272922		3	184742818	184743284	q27.1
ENSG00000223749	MIR503HG	X	134543337	134546632	q26.3
ENSG00000229433	LINC02069	3	184756389	184773155	q27.1
ENSG00000220635	KRASP1	6	54770583	54771134	p12.1
