affy_hg_u133_plus_2	hgnc_symbol	chromosome_name	start_position	end_position	band
218888_s_at	NETO2	16	47077703	47143997	q12.1
		22	18997138	18997595	q11.21
1563243_at	DGCR10	22	19023056	19023550	q11.21
1557451_at	DGCR10	22	19023056	19023550	q11.21
235032_at	DNAJC21	5	34929593	34958964	p13.2
238337_s_at	DNAJC21	5	34929593	34958964	p13.2
230893_at	DNAJC21	5	34929593	34958964	p13.2
235001_at	DNAJC21	5	34929593	34958964	p13.2
234094_x_at	DNAJC21	5	34929593	34958964	p13.2
1558118_at		22	18998274	19014786	q11.21
		22	18998274	19014786	q11.21
218383_at	HAUS4	14	22946228	22957161	q11.2
	HAUS4	14	22946228	22957161	q11.2
		22	19018043	19018916	q11.21
		22	18980695	18981325	q11.21
226244_at	CLEC14A	14	38254103	38256369	q21.1
228804_at	DGCR5	22	18970514	18994628	q11.21
	DGCR5	22	18970514	18994628	q11.21
215776_at	INSRR	1	156840063	156859018	q23.1
223293_at	WDR24	16	684622	690444	p13.3
215244_at		22	18970525	19031242	q11.21
	RPL7	8	73290267	73295789	q21.11
239493_at	RPL7	8	73290267	73295789	q21.11
200717_x_at	RPL7	8	73290267	73295789	q21.11
212042_x_at	RPL7	8	73290267	73295789	q21.11
	ZNF574	19	42068477	42081549	q13.2
218762_at	ZNF574	19	42068477	42081549	q13.2
1570105_at		20	63127495	63129459	q13.33
		20	63166797	63180903	q13.33
	BNIP3P17	19	20221869	20222463	p12
		19	20125377	20321305	p12
	LINC02569	CHR_HSCHR6_MHC_QBL_CTG1	30505760	30508714	
	FAM237B	7	90316503	90321308	q21.13
		1	11099675	11102100	p36.22
1564872_at		7	90312496	90322592	q21.13
		19	20295089	20303794	p12
221741_s_at	YTHDF1	20	63195429	63216234	q13.33
	YTHDF1	20	63195429	63216234	q13.33
214966_at	GRIK5	19	41998321	42069498	q13.2
217509_x_at	GRIK5	19	41998321	42069498	q13.2
1553168_at	GRIK5	19	41998321	42069498	q13.2
	GRIK5	19	41998321	42069498	q13.2
		19	20079818	20080539	p12
		14	100538939	100540409	q32.2
220795_s_at	BEGAIN	14	100537147	100587413	q32.2
	BEGAIN	14	100537147	100587413	q32.2
208687_x_at	HSPA8	11	123057489	123063230	q24.1
224187_x_at	HSPA8	11	123057489	123063230	q24.1
221891_x_at	HSPA8	11	123057489	123063230	q24.1
210338_s_at	HSPA8	11	123057489	123063230	q24.1
	HSPA8	11	123057489	123063230	q24.1
		19	20207192	20209789	p12
229331_at	SPATA18	4	52051331	52097292	q12
230723_at	SPATA18	4	52051331	52097292	q12
	SPATA18	4	52051331	52097292	q12
	BNIP3P18	19	20267817	20268391	p12
		19	20131894	20151908	p12
		19	50950185	50963649	q13.41
208605_s_at	NTRK1	1	156815640	156881850	q23.1
	NTRK1	1	156815640	156881850	q23.1
		19	20206844	20206954	p12
	BNIP3P16	19	20175013	20177063	p12
	TXNP5	2	149068596	149068910	q23.2
	TRBV12-3	CHR_HSCHR7_2_CTG6	142602235	142602743	
		19	20087013	20087576	p12
220115_s_at	CDH10	5	24487100	24644978	p14.1
204733_at	KLK6	19	50958631	50969673	q13.41
	KLK6	19	50958631	50969673	q13.41
	TRBV12-4	CHR_HSCHR7_2_CTG6	142605549	142606054	
		19	20249052	20250295	p12
		19	20125044	20125484	p12
		5	1544107	1551710	p15.33
		20	63218041	63218502	q13.33
	KIR3DL3	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1	54724452	54736131	
	ZNF90	19	20077994	20127076	p12
1562133_x_at	ZNF90	19	20077994	20127076	p12
206871_at	ELANE	19	851014	856247	p13.3
220451_s_at	BIRC7	20	63235883	63240507	q13.33
207674_at	FCAR	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	54860626	54876850	
	FCAR	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	54860626	54876850	
211306_s_at	FCAR	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	54860626	54876850	
219176_at	MAIP1	2	199955317	200008540	q33.1
	MAIP1	2	199955317	200008540	q33.1
228524_at	ADCK5	8	144373101	144393242	q24.3
	ADCK5	8	144373101	144393242	q24.3
242346_x_at		19	20220597	20222186	p12
	TRBV12-5	CHR_HSCHR7_2_CTG6	142622755	142623265	
	BNIP3P15	19	20136933	20137233	p12
	ZNF486	19	20167228	20200490	p12
1553901_x_at	ZNF486	19	20167228	20200490	p12
201093_x_at	SDHAP3	5	1572222	1594620	p15.33
	SDHAP3	5	1572222	1594620	p15.33
228715_at	ZCCHC12	X	118823790	118826968	q24
		15	50494018	50497080	q21.2
221237_s_at	OSBP2	22	30693782	30907824	q12.2
223432_at	OSBP2	22	30693782	30907824	q12.2
	OSBP2	22	30693782	30907824	q12.2
239872_at	OSBP2	22	30693782	30907824	q12.2
1569617_at	OSBP2	22	30693782	30907824	q12.2
		15	50466738	50467096	q21.2
	USP50	15	50500562	50546708	q21.2
	OR7E5P	11	55979398	55980103	q12.1
214561_at	LILRP2	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1	54707916	54713453	
227973_at	C2orf69	2	199911256	199955935	q33.1
238974_at	C2orf69	2	199911256	199955935	q33.1
	C2orf69	2	199911256	199955935	q33.1
	OR5F1	11	55993681	55994625	q12.1
		19	20257720	20259418	p12
	TRBV14	CHR_HSCHR7_2_CTG6	142629704	142630195	
221627_at	TRIM10	CHR_HSCHR6_MHC_SSTO_CTG1	30142335	30151326	
56748_at	TRIM10	CHR_HSCHR6_MHC_SSTO_CTG1	30142335	30151326	
210579_s_at	TRIM10	CHR_HSCHR6_MHC_SSTO_CTG1	30142335	30151326	
204021_s_at	PURA	5	140107777	140125619	q31.3
229167_at	PURA	5	140107777	140125619	q31.3
241685_x_at	PURA	5	140107777	140125619	q31.3
204020_at	PURA	5	140107777	140125619	q31.3
	SLC2AXP1	2	95196449	95197357	q11.1
		X	118877886	118879185	q24
		CHR_HSCHR19KIR_G248_A_HAP_CTG3_1	54703952	54704235	
		2	95207535	95259774	q11.1
	LILRP1	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1	54700593	54700905	
	LINC01285	X	118839554	118919669	q24
	RDH10-AS1	8	73297711	73356461	q21.11
	HSPE1P13	2	39098149	39098445	p22.1
	MALINC1	5	140072857	140108630	q31.3
242682_at	SOS1-IT1	2	38992279	38993857	p22.1
	OR5F2P	11	56015017	56015957	q12.1
	RPL29P32	18	53605254	53605725	q21.2
	OR5AS1	11	56027654	56038191	q12.1
214622_at	CYP21A2	CHR_HSCHR6_MHC_COX_CTG1	31986739	31990111	
	CYP21A2	CHR_HSCHR6_MHC_COX_CTG1	31986739	31990111	
		18	54142133	54142577	q21.2
236453_at		9	63581254	63581834	q13
224519_at		9	63581254	63581834	q13
205780_at	BIK	22	43110748	43129712	q13.2
202854_at	HPRT1	X	134460153	134520513	q26.2
	HPRT1	X	134460153	134520513	q26.2
202145_at	LY6E	CHR_HSCHR8_4_CTG7	143017982	143023832	
	LY6E	CHR_HSCHR8_4_CTG7	143017982	143023832	
		15	50497195	50498744	q21.2
235917_at	INIP	9	112683926	112718236	q32
239363_at	INIP	9	112683926	112718236	q32
223559_s_at	INIP	9	112683926	112718236	q32
223558_at	INIP	9	112683926	112718236	q32
	INIP	9	112683926	112718236	q32
202485_s_at	MBD2	18	54151601	54224788	q21.2
202484_s_at	MBD2	18	54151601	54224788	q21.2
	MBD2	18	54151601	54224788	q21.2
214397_at	MBD2	18	54151601	54224788	q21.2
214396_s_at	MBD2	18	54151601	54224788	q21.2
		6	44525259	44526754	p21.1
202745_at	USP8	15	50424380	50514419	q21.2
229501_s_at	USP8	15	50424380	50514419	q21.2
	USP8	15	50424380	50514419	q21.2
240751_at	USP8	15	50424380	50514419	q21.2
240226_at	USP8	15	50424380	50514419	q21.2
	CWF19L1	10	100232298	100267680	q24.31
218787_x_at	CWF19L1	10	100232298	100267680	q24.31
233568_x_at	CWF19L1	10	100232298	100267680	q24.31
229038_at	CWF19L1	10	100232298	100267680	q24.31
1566823_a_at		6	44551577	44553281	p21.1
219283_at	C1GALT1C1	X	120625793	120630150	q24
	PTMAP1	CHR_HSCHR6_MHC_MCF_CTG1	30712087	30712353	
		10	103450196	103450852	q24.33
		5	24578294	24578561	p14.2
57715_at	CALHM2	10	103446786	103452402	q24.33
221565_s_at	CALHM2	10	103446786	103452402	q24.33
	CALHM2	10	103446786	103452402	q24.33
		5	24554018	24613222	p14.2
		15	79944498	79945578	q25.1
	ATAT1	CHR_HSCHR6_MHC_MCF_CTG1	30705297	30725280	
218874_s_at	ATAT1	CHR_HSCHR6_MHC_MCF_CTG1	30705297	30725280	
228510_at	ATAT1	CHR_HSCHR6_MHC_MCF_CTG1	30705297	30725280	
		15	56795382	56795522	q21.3
221172_at	C7orf69	7	47795291	47819847	p12.3
	RPL7P41	12	52885429	52886385	q13.13
	LINC02367	12	9367464	9397617	p13.31
		22	21228760	21229138	q11.21
		19	44765148	44765464	q13.32
	LINC01433	20	4193065	4195943	p13
205681_at	BCL2A1	15	79960889	79971446	q25.1
203957_at	E2F6P3	22	21268161	21268903	q11.21
205159_at	CSF2RB	22	36913628	36940449	q12.3
	CSF2RB	22	36913628	36940449	q12.3
204883_s_at	HUS1	7	47695730	47979581	p12.3
204884_s_at	HUS1	7	47695730	47979581	p12.3
	HUS1	7	47695730	47979581	p12.3
217618_x_at	HUS1	7	47695730	47979581	p12.3
		12	9398355	9414851	p13.31
207445_s_at	CCR9	3	45886504	45903177	p21.31
	CCR9	3	45886504	45903177	p21.31
205132_at	ACTC1	15	34788096	34796139	q14
	ACTC1	15	34788096	34796139	q14
	POM121L8P	22	21282881	21284161	q11.21
		2	120866378	120867403	q14.2
231410_at		5	88692645	88693972	q14.3
217223_s_at	BCRP6	22	21290760	21294586	q11.21
	GLI2	2	120735623	120992653	q14.2
207034_s_at	GLI2	2	120735623	120992653	q14.2
208057_s_at	GLI2	2	120735623	120992653	q14.2
228537_at	GLI2	2	120735623	120992653	q14.2
205040_at	ORM1	9	114323056	114326475	q32
205041_s_at	ORM1	9	114323056	114326475	q32
		5	88602780	88603117	q14.3
		12	9415641	9416718	p13.31
		CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	54877174	54891588	
	OR5AQ1P	11	56049785	56055730	q12.1
	OR2T1	CHR_HSCHR1_ALT2_1_CTG32_1	248408227	248409336	
		9	122937623	122940333	q33.2
235826_at		9	122937623	122940333	q33.2
	OR2T7	CHR_HSCHR1_ALT2_1_CTG32_1	248443651	248444577	
242477_at	TTC39B	9	15163622	15307360	p22.3
	TTC39B	9	15163622	15307360	p22.3
236826_at	TTC39B	9	15163622	15307360	p22.3
232000_at	TTC39B	9	15163622	15307360	p22.3
	OR5J1P	11	56071111	56072049	q12.1
220638_s_at	CBLC	19	44777869	44800634	q13.32
	CBLC	19	44777869	44800634	q13.32
	KIR2DL4	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	54848033	54858928	
		5	115264669	115265464	q22.3
		17	37798894	37802788	q12
	OR2T2	CHR_HSCHR1_ALT2_1_CTG32_1	248455242	248456216	
	OR5BE1P	11	56082801	56084840	q12.1
	YWHAEP7	17	37828305	37884743	q12
1563945_at	YWHAEP7	17	37828305	37884743	q12
240979_at	YWHAEP7	17	37828305	37884743	q12
		X	118938153	118939134	q24
		7	149851572	149852170	q36.1
	MED6P1	10	88048135	88049823	q23.31
213132_s_at	MCAT	22	43132206	43143394	q13.2
	MCAT	22	43132206	43143394	q13.2
	ZNF862	7	149838367	149867479	q36.1
213444_at	ZNF862	7	149838367	149867479	q36.1
	OR2T3	CHR_HSCHR1_ALT2_1_CTG32_1	248475795	248476751	
	OR8I2	11	56093277	56094286	q12.1
241874_at	IGIP	5	140125935	140129392	q31.3
226977_at	IGIP	5	140125935	140129392	q31.3
221850_x_at	AGAP10P	10	45678692	45700532	q11.22
221971_x_at	AGAP10P	10	45678692	45700532	q11.22
		15	34755084	34812923	q14
207406_at	CYP7A1	8	58490178	58500236	q12.1
		2	208031383	208031953	q33.3
		CHR_HSCHR17_1_CTG4	41334632	41335733	
222632_s_at	LZTFL1	3	45823316	45916042	p21.31
	LZTFL1	3	45823316	45916042	p21.31
232418_at	LZTFL1	3	45823316	45916042	p21.31
237553_at	LZTFL1	3	45823316	45916042	p21.31
218437_s_at	LZTFL1	3	45823316	45916042	p21.31
208149_x_at	DDX12P	12	9418673	9448229	p13.31
232816_s_at	DDX12P	12	9418673	9448229	p13.31
213378_s_at	DDX12P	12	9418673	9448229	p13.31
	TBC1D3P7	CHR_HSCHR17_1_CTG4	41325648	41329544	
221425_s_at	ISCA1P1	5	62776877	62777263	q12.1
209273_s_at	ISCA1P1	5	62776877	62777263	q12.1
209403_at	TBC1D3K	17	37924415	37935365	q12
		5	63022919	63023489	q12.1
	PHBP9	10	100248271	100249095	q24.31
		5	63301523	63302056	q12.1
	NDUFA2	5	140638740	140647785	q31.3
209224_s_at	NDUFA2	5	140638740	140647785	q31.3
209223_at	NDUFA2	5	140638740	140647785	q31.3
		10	100229667	100234000	q24.31
214465_at	ORM2	9	114329869	114333252	q32
205041_s_at	ORM2	9	114329869	114333252	q32
		7	149858400	149862492	q36.1
		5	63957893	63981043	q12.3
		15	79984151	79985724	q25.1
221351_at	HTR1A	5	63960356	63962507	q12.3
		10	88259129	88259372	q23.31
		4	105137280	105140619	q24
		5	140157319	140173051	q31.3
243251_at		5	140157319	140173051	q31.3
220695_at		15	79989905	79990606	q25.1
	OR8I4P	11	56097244	56097384	q12.1
		14	100587775	100589326	q32.2
		15	80014157	80015707	q25.1
210334_x_at	BIRC5	17	78214186	78225636	q25.3
202095_s_at	BIRC5	17	78214186	78225636	q25.3
202094_at	BIRC5	17	78214186	78225636	q25.3
	BIRC5	17	78214186	78225636	q25.3
	MTRNR2L8	11	10507887	10509189	p15.4
210885_s_at	TRIM15	CHR_HSCHR6_MHC_SSTO_CTG1	30153602	30163092	
36742_at	TRIM15	CHR_HSCHR6_MHC_SSTO_CTG1	30153602	30163092	
210177_at	TRIM15	CHR_HSCHR6_MHC_SSTO_CTG1	30153602	30163092	
	TRIM15	CHR_HSCHR6_MHC_SSTO_CTG1	30153602	30163092	
		8	29055935	29056685	p12
		10	43136824	43138334	q11.21
209403_at	TBC1D3L	17	37977972	37989048	q12
	HMBOX1-IT1	8	28949676	28955955	p21.1
	HMGN1P15	5	115289036	115289330	q22.3
208377_s_at	CACNA1F	X	49205063	49233371	p11.23
	CACNA1F	X	49205063	49233371	p11.23
235208_at	CCDC112	5	115267188	115296831	q22.3
	CCDC112	5	115267188	115296831	q22.3
	SIRPB2	20	1470741	1491587	p13
1559034_at	SIRPB2	20	1470741	1491587	p13
222235_s_at	CSGALNACT2	10	43138486	43185308	q11.21
218871_x_at	CSGALNACT2	10	43138486	43185308	q11.21
239077_at	CSGALNACT2	10	43138486	43185308	q11.21
1562378_s_at	PROM2	2	95274453	95291308	q11.1
239528_at	PROM2	2	95274453	95291308	q11.1
1552797_s_at	PROM2	2	95274453	95291308	q11.1
	PROM2	2	95274453	95291308	q11.1
219362_at	NAA35	9	85941146	86022298	q21.33
220925_at	NAA35	9	85941146	86022298	q21.33
	NAA35	9	85941146	86022298	q21.33
207044_at	THRB	3	24117153	24495756	p24.2
	THRB	3	24117153	24495756	p24.2
228716_at	THRB	3	24117153	24495756	p24.2
229657_at	THRB	3	24117153	24495756	p24.2
218099_at	TEX2	17	64147227	64263301	q23.3
	TEX2	17	64147227	64263301	q23.3
204795_at	PRR3	CHR_HSCHR6_MHC_QBL_CTG1	30546378	30553215	
	PRR3	CHR_HSCHR6_MHC_QBL_CTG1	30546378	30553215	
203916_at	NDST2	10	73801911	73811798	q22.2
1559701_s_at	NDST2	10	73801911	73811798	q22.2
	NDST2	10	73801911	73811798	q22.2
		4	15563698	15564253	p15.32
	CC2D2A	4	15469865	15601557	p15.32
236473_at	CC2D2A	4	15469865	15601557	p15.32
1559409_a_at	CC2D2A	4	15469865	15601557	p15.32
234936_s_at	CC2D2A	4	15469865	15601557	p15.32
1553874_a_at	ZSCAN10	16	3088890	3099317	p13.3
	ZSCAN10	16	3088890	3099317	p13.3
1553875_s_at	ZSCAN10	16	3088890	3099317	p13.3
		CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	54799454	54811769	
		CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	54830833	54834726	
225951_s_at	LINC01578	15	92882707	92899701	q26.1
	LINC01578	15	92882707	92899701	q26.1
244443_at	LINC01578	15	92882707	92899701	q26.1
	KIR2DS3	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	54782575	54796808	
	RBM22P4	6	45098021	45099260	p21.1
		6	45421079	45422005	p21.1
1563884_at		14	88819608	88822151	q31.3
214028_x_at	TDRD3	13	60396457	60573878	q21.2
1569069_s_at	TDRD3	13	60396457	60573878	q21.2
208089_s_at	TDRD3	13	60396457	60573878	q21.2
	TDRD3	13	60396457	60573878	q21.2
	KIR2DL1	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	54814235	54828734	
	CSF2RBP1	22	36950529	36953723	q12.3
211106_at	SUPT3H	6	44809317	45377953	p21.1
206506_s_at	SUPT3H	6	44809317	45377953	p21.1
	SUPT3H	6	44809317	45377953	p21.1
		16	74552251	74552746	q23.1
		22	36965248	36968172	q12.3
	RPL23AP95	7	103152007	103152325	q22.1
		7	103161947	103162660	q22.1
232520_s_at	NSFL1C	20	1442162	1473842	p13
220248_x_at	NSFL1C	20	1442162	1473842	p13
217831_s_at	NSFL1C	20	1442162	1473842	p13
217830_s_at	NSFL1C	20	1442162	1473842	p13
	NSFL1C	20	1442162	1473842	p13
220059_at	STAP1	4	67558728	67607337	q13.2
1554343_a_at	STAP1	4	67558728	67607337	q13.2
		5	140200163	140203187	q31.3
1565881_at		19	46946535	46949156	q13.32
	CYSTM1	5	140174642	140282052	q31.3
224707_at	CYSTM1	5	140174642	140282052	q31.3
202044_at	ARHGAP35	19	46918676	47005077	q13.32
202046_s_at	ARHGAP35	19	46918676	47005077	q13.32
202045_s_at	ARHGAP35	19	46918676	47005077	q13.32
229394_s_at	ARHGAP35	19	46918676	47005077	q13.32
	ARHGAP35	19	46918676	47005077	q13.32
213587_s_at	ATP6V0E2	7	149872968	149880698	q36.1
	ATP6V0E2	7	149872968	149880698	q36.1
218121_at	HMOX2	CHR_HSCHR16_3_CTG1	4476649	4512306	
218120_s_at	HMOX2	CHR_HSCHR16_3_CTG1	4476649	4512306	
	HMOX2	CHR_HSCHR16_3_CTG1	4476649	4512306	
		11	61352244	61354477	q12.2
	TKFC	11	61333210	61353295	q12.2
218688_at	TKFC	11	61333210	61353295	q12.2
244627_at	TKFC	11	61333210	61353295	q12.2
203307_at	GNL1	CHR_HSCHR6_MHC_QBL_CTG1	30530868	30546666	
239068_at	GNL1	CHR_HSCHR6_MHC_QBL_CTG1	30530868	30546666	
228857_at	GNL1	CHR_HSCHR6_MHC_QBL_CTG1	30530868	30546666	
238487_at	GNL1	CHR_HSCHR6_MHC_QBL_CTG1	30530868	30546666	
	GNL1	CHR_HSCHR6_MHC_QBL_CTG1	30530868	30546666	
211687_x_at	KIR3DL1	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	54860886	54875194	
	LY6E-DT	CHR_HSCHR8_4_CTG7	143012485	143018437	
	DRAXINP1	X	8783514	8784461	p22.31
	TRBV15	CHR_HSCHR7_2_CTG6	142634764	142635309	
200633_at	UBB	17	16380798	16382745	p11.2
214867_at	ZSWIM8-AS1	10	73796514	73801399	q22.2
1559701_s_at		10	73796514	73811651	q22.2
214867_at		10	73796514	73811651	q22.2
203916_at		10	73796514	73811651	q22.2
		10	73796514	73811651	q22.2
1555133_at	FAM9A	X	8790795	8801383	p22.31
231617_at	TEX33	22	36991120	37007841	q12.3
201507_at	PFDN1	5	140245039	140303121	q31.3
	PFDN1	5	140245039	140303121	q31.3
	PKD1L1	7	47774652	47948491	p12.3
1553004_at	PKD1L1	7	47774652	47948491	p12.3
		10	73791218	73791490	q22.2
219104_at	RNF141	11	10511678	10541230	p15.4
226106_at	RNF141	11	10511678	10541230	p15.4
1565546_at	RNF141	11	10511678	10541230	p15.4
	RNF141	11	10511678	10541230	p15.4
207351_s_at	SH2D2A	1	156806243	156816862	q23.1
	SH2D2A	1	156806243	156816862	q23.1
210593_at	ZSWIM8	10	73785582	73801797	q22.2
212359_s_at	ZSWIM8	10	73785582	73801797	q22.2
	ZSWIM8	10	73785582	73801797	q22.2
216345_at	ZSWIM8	10	73785582	73801797	q22.2
	RPL21P3	20	18485265	18486052	p11.23
		2	42532766	42533442	p21
		2	42680088	42680279	p21
		6	45158870	45159511	p21.1
217060_at	TRBV16	CHR_HSCHR7_2_CTG6	142639852	142640305	
		6	45097496	45097976	p21.1
	TRBV17	CHR_HSCHR7_2_CTG6	142643462	142644194	
216994_s_at	RUNX2	6	45328157	45664349	p21.1
236859_at	RUNX2	6	45328157	45664349	p21.1
221282_x_at	RUNX2	6	45328157	45664349	p21.1
232231_at	RUNX2	6	45328157	45664349	p21.1
236858_s_at	RUNX2	6	45328157	45664349	p21.1
	RUNX2	6	45328157	45664349	p21.1
225592_at	NRM	CHR_HSCHR6_MHC_APD_CTG1	30751961	30755334	
229094_at	ATP6V0E2-AS1	7	149867697	149880610	q36.1
	ATP6V0E2-AS1	7	149867697	149880610	q36.1
		5	1614836	1616334	p15.33
		5	1598127	1598247	p15.33
1568764_x_at		5	1598920	1634005	p15.33
1569110_x_at		5	1598920	1634005	p15.33
1568762_at		5	1598920	1634005	p15.33
1568763_s_at		5	1598920	1634005	p15.33
229283_at		5	1598920	1634005	p15.33
		5	1598920	1634005	p15.33
		17	16382152	16382669	p11.2
210960_at	ADRA1D	20	4220631	4249074	p13
210961_s_at	ADRA1D	20	4220631	4249074	p13
		3	45883640	45884113	p21.31
221276_s_at	SYNC	1	32680360	32703596	p35.1
	SYNC	1	32680360	32703596	p35.1
		18	75432703	75436957	q23
217720_at	CHCHD2P6	1	15604597	15605043	p36.21
	CD24P1	1	15614643	15614867	p36.21
	OR8H2	11	56103687	56107658	q12.1
1556909_at	LINC01898	18	75696079	75712385	q23
		16	48600176	48600644	q12.1
236644_at	RNF180	5	64165844	64372869	q12.3
242033_at	RNF180	5	64165844	64372869	q12.3
242985_x_at	RNF180	5	64165844	64372869	q12.3
	RNF180	5	64165844	64372869	q12.3
	RPS2P44	16	48577524	48578369	q12.1
	B4GALNT2P1	17	49085511	49086702	q21.32
32069_at	N4BP1	16	48538726	48620148	q12.1
48612_at	N4BP1	16	48538726	48620148	q12.1
204601_at	N4BP1	16	48538726	48620148	q12.1
221867_at	N4BP1	16	48538726	48620148	q12.1
	N4BP1	16	48538726	48620148	q12.1
		20	4431161	4431673	p13
214348_at	TACR2	10	69403903	69416867	q22.1
	PRR13P3	11	117336256	117336631	q23.3
		11	117297005	117297328	q23.3
231086_at	BACE1-AS	11	117290874	117293571	q23.3
209014_at	MAGED1	X	51803007	51902357	p11.22
	MAGED1	X	51803007	51902357	p11.22
220009_at	LONRF3	X	118974614	119018355	q24
	RNF214	11	117232625	117286445	q23.3
227114_at	RNF214	11	117232625	117286445	q23.3
		17	49148339	49149111	q21.32
209403_at	TBC1D3D	17	38003976	38014902	q12
1552903_at	B4GALNT2	17	49132460	49176840	q21.32
	RBBP4	1	32651142	32686211	p35.1
217301_x_at	RBBP4	1	32651142	32686211	p35.1
237333_at	RBBP4	1	32651142	32686211	p35.1
225396_at	RBBP4	1	32651142	32686211	p35.1
210371_s_at	RBBP4	1	32651142	32686211	p35.1
		5	1594626	1611467	p15.33
		7	47956793	47957318	p12.3
1560198_at	LINC00523	14	100657250	100676069	q32.2
	LINC00523	14	100657250	100676069	q32.2
	TRBV18	CHR_HSCHR7_2_CTG6	142657499	142658198	
1553708_at	LINC00525	7	47761476	47766772	p12.3
205382_s_at	CFD	19	859643	863630	p13.3
		14	100675930	100679884	q32.2
		3	58490830	58491291	p14.3
213279_at	DHRS1	14	24290598	24299833	q12
	DHRS1	14	24290598	24299833	q12
		7	125431347	125466401	q31.33
		16	48559661	48587403	q12.1
		18	75844925	75868252	q23
		18	75927836	75928004	q23
		7	125917871	125933832	q31.33
224011_at		19	46787815	46789043	q13.32
		18	76008118	76015861	q23
1561277_at		18	76122998	76145255	q23
		18	76122998	76145255	q23
208916_at	SLC1A5	19	46774883	46788594	q13.32
	SLC1A5	19	46774883	46788594	q13.32
	CYCSP48	Y	26400611	26401230	q11.23
229632_s_at	INTS10	8	19817140	19852083	p21.3
	INTS10	8	19817140	19852083	p21.3
1560172_at	INTS10	8	19817140	19852083	p21.3
237504_at	INTS10	8	19817140	19852083	p21.3
238077_at	KCTD6	3	58492114	58502360	p14.3
238001_at	KCTD6	3	58492114	58502360	p14.3
	KCTD6	3	58492114	58502360	p14.3
	PEAR1	1	156893698	156916434	q23.1
228618_at	PEAR1	1	156893698	156916434	q23.1
	TPTE2P4	Y	26508213	26579690	q11.23
223835_x_at	OTP	5	77628712	77639688	q14.1
231488_at	OTP	5	77628712	77639688	q14.1
	CYCSP49	Y	26549425	26549743	q11.23
209039_x_at	EHD1	11	64851642	64888296	q13.1
208112_x_at	EHD1	11	64851642	64888296	q13.1
209038_s_at	EHD1	11	64851642	64888296	q13.1
209037_s_at	EHD1	11	64851642	64888296	q13.1
222221_x_at	EHD1	11	64851642	64888296	q13.1
	EHD1	11	64851642	64888296	q13.1
		Y	26453982	26454092	q11.23
	ANKRD36P1	Y	26409815	26420535	q11.23
		6	14229775	14231570	p23
1554367_at	CALHM1	10	103453387	103458888	q24.33
	LINC01108	6	14280127	14285454	p23
		16	13331368	13332583	p13.12
243897_at		16	13246316	13562918	p13.12
223113_at	TMEM138	11	61362001	61369509	q12.2
	TMEM138	11	61362001	61369509	q12.2
		X	8856665	8857059	p22.31
243212_at		10	103452846	103462695	q24.33
213492_at	COL2A1	12	47972965	48004554	q13.11
217404_s_at	COL2A1	12	47972965	48004554	q13.11
	COL2A1	12	47972965	48004554	q13.11
		6	14391231	14393288	p23
	TRBV19	CHR_HSCHR7_2_CTG6	142660632	142661315	
	TMF1P1	16	13458326	13458698	p13.12
		7	126378970	126424185	q31.33
		18	76173304	76177738	q23
		X	8863861	8867601	p22.31
		15	63070025	63071911	q22.2
		22	27044001	27045315	q12.1
	TRBV20-1	CHR_HSCHR7_2_CTG6	142668431	142669181	
		16	21194847	21205977	p12.3
1562030_at		22	27048144	27060518	q12.1
213081_at	ZBTB22	6	33314406	33317942	p21.32
	ZBTB22	6	33314406	33317942	p21.32
		X	8980425	8982505	p22.31
209403_at	TBC1D3C	17	38057693	38068592	q12
207933_at	ZP2	16	21197450	21214510	p12.2
	ZP2	16	21197450	21214510	p12.2
	RPL12P17	2	208057248	208057745	q33.3
216857_at	TRBV21-1	CHR_HSCHR7_2_CTG6	142678692	142679152	
222323_at	CRYGEP	2	208108233	208112511	q33.3
		22	27102766	27107019	q12.1
202096_s_at	TSPO	22	43151514	43163242	q13.2
	TSPO	22	43151514	43163242	q13.2
		22	27143478	27159878	q12.1
211410_x_at		CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	54771163	54780643	
	LINC01893	18	76209510	76215702	q23
243762_at		22	15746630	15778297	q11.1
226144_at	REXO1	19	1815246	1848463	p13.3
	REXO1	19	1815246	1848463	p13.3
244281_at	REXO1	19	1815246	1848463	p13.3
		18	76227990	76233387	q23
		15	101527581	101528349	q26.3
	PCSK6-AS1	15	101334437	101337428	q26.3
		18	76247725	76251388	q23
	GRAMD4P2	22	15749156	15750825	q11.1
